codiceIsil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;comune;position_label;Lat;Long
IT-FI0040;Biblioteca dell'Orticoltura;Comune di Firenze;Via Vittorio Emanuele II 4 - Via Bolognese 17;Comune;Pubblica;True;False;Firenze;0;43,7861957;11,2609911
IT-FI0041;Biblioteca provinciale dei Cappuccini;Provincia Toscana dei Frati Minori Cappuccini;Via dei Cappuccini, 1;Enti ecclesiastici;Importante non specializzata;True;False;Firenze;1;43,794902;11,250299
IT-FI0043;Biblioteca Boffito del Collegio alla Querce;Barnabiti. Collegio alla Querce di Firenze;Via della Piazzuola 44;Enti ecclesiastici;Specializzata;;True;Firenze;2;43,7888388;11,2767552
IT-FI0045;Biblioteca dell'Istituto agronomico per l'oltremare;Ministero degli affari esteri. Istituto agronomico per l'oltremare;Via A. Cocchi 4;Presidenza del consiglio dei ministri e ministeri;Specializzata;;True;Firenze;3;43,7854026;11,2828069
IT-FI0046;Biblioteca Casa Buonarroti;Ente Casa Buonarroti;Via Ghibellina 70;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;4;43,769933;11,263509
IT-FI0047;Biblioteca dell'Associazione degli industriali della Provincia di Firenze;Associazione degli industriali della Provincia di Firenze;Via Valfonda 9;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Firenze;5;43,7779006;11,2488969
IT-FI0048;Biblioteca dell'Archivio di Stato di Firenze;Ministero dei beni e delle attività culturali e del turismo. Archivio di Stato di Firenze;Viale Giovine Italia 6;Direzione generale Archivi;Specializzata;;True;Firenze;6;43,7690505364666;11,2699423313522
IT-FI0049;Biblioteca dell'Accademia toscana di scienze e lettere La Colombaria;Accademia toscana di scienze e lettere La Colombaria;Via S. Egidio 23;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;7;43,772289;11,260868
IT-FI0050;Biblioteca dell'Accademia italiana di scienze forestali;Accademia italiana di scienze forestali;Piazza T.A. Edison 11;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Firenze;8;43,7872009;11,2837918
IT-FI0051;Biblioteca dell'Accademia delle arti del disegno;Accademia delle arti del disegno di Firenze;Via Orsanmichele 4;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;9;43,7708613;11,2552306
IT-FI0052;Biblioteca dell'Accademia dei Georgofili;Accademia dei Georgofili;Piazzale degli Uffizi;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Firenze;10;43,76799;11,25535
IT-FI0053;Biblioteca dell'Accademia di belle arti;Ministero dell'istruzione, dell'università e della ricerca;Via Ricasoli 66;Presidenza del consiglio dei ministri e ministeri;Specializzata;;True;Firenze;11;43,777259;11,259084
IT-FI0054;Biblioteca dell'Accademia della Crusca;Accademia della Crusca;Via di Castello 46;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;12;43,81958;11,2283
IT-FI0055;Biblioteca dell'Abbazia di S. Trinità;Congregazione Vallombrosana. Diocesi di Firenze;Via Parione 5;Enti ecclesiastici;Importante non specializzata;;True;Firenze;13;43,7707333;11,2497293
IT-FI0056;Biblioteca del Seminario arcivescovile maggiore;Seminario Arcivescovile Fiorentino;Lungarno Soderini, 19;Enti ecclesiastici;Importante non specializzata;False;False;Firenze;14;43,770697;11,2439183
IT-FI0058;Biblioteca del Gabinetto scientifico-letterario Giovan Pietro Vieusseux;Gabinetto scientifico-letterario Giovan Pietro Vieusseux;Piazza Strozzi;Accademie, associazioni, fondazioni, istituti (pubblici);Importante non specializzata;;False;Firenze;15;43,7710706;11,2521786
IT-FI0059;Biblioteca del Convento di S. Marco;Domenicani. Convento S. Marco di Firenze;Via Cavour 56;Enti ecclesiastici;Specializzata;;True;Firenze;16;43,7772612;11,2577105
IT-FI0060;Biblioteca del Consorzio agrario provinciale;;Piazza della Signoria 10;Consorzio e/o associazioni di regioni, provincie, comuni e comunità montane;NON SPECIFICATA;;;Firenze;17;43,7696509;11,2565578
IT-FI0061;Biblioteca dell'Istituto nazionale di studi etruschi ed italici;Istituto nazionale di studi etruschi ed italici;Via Ricasoli 31;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;18;43,7750817;11,2572645
IT-FI0076;Biblioteca dell'Istituto di diritto agrario internazionale e comparato;Istituto di diritto agrario internazionale e comparato;Viale G. Matteotti 42;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Firenze;19;43,7830788;11,2628745
IT-FI0092;Biblioteca dello Stabilimento chimico farmaceutico militare;Ministero della difesa;Via R. Giuliani 201;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;Firenze;20;43,8070455;11,2338406
IT-FI0094;Biblioteca Riccardiana;Ministero dei beni e delle attività culturali e del turismo;Via de' Ginori 10;Direzione Generale Biblioteche e Istituti Culturali;Specializzata;True;False;Firenze;21;43,7751374;11,2551879
IT-FI0095;Biblioteca provinciale dei Frati minori;Provincia toscana di San Francesco Stimmatizzato;Via Antonio Giacomini, 3;Enti ecclesiastici;Importante non specializzata;True;False;Firenze;22;43,7831438;11,266231
IT-FI0096;Biblioteca Pietro Thouar;Comune di Firenze;Piazza Torquato Tasso 3;Comune;Pubblica;;False;Firenze;23;43,7676428803574;11,2402967220901
IT-FI0097;Biblioteca pedagogica nazionale;Ministero dell'istruzione, dell'università e della ricerca. Istituto Nazionale di Documentazione per l’Innovazione e la Ricerca Educativa - Indire;Via Michelangelo Buonarroti 10;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;Firenze;24;43,770643;11,2642688999999
IT-FI0098;Biblioteca nazionale centrale;Ministero dei beni e delle attività culturali e del turismo. Biblioteca nazionale centrale di Firenze;Piazza Cavalleggeri 1;Direzione Generale Biblioteche e Istituti Culturali;Nazionale;;False;Firenze;25;43,7668975;11,2622704
IT-FI0101;Biblioteca Marucelliana;Ministero dei beni e delle attività culturali e del turismo;Via Cavour 43-47;Direzione Generale Biblioteche e Istituti Culturali;Importante non specializzata;;False;Firenze;26;43,7761331;11,2568357
IT-FI0103;Biblioteca Filippo Buonarroti;Comune di Firenze;Viale Guidoni 188;Comune;Pubblica;;False;Firenze;27;43,7981161;11,2162941
IT-FI0104;Biblioteca delle Oblate;Comune di Firenze;Via dell'Oriuolo 24;Comune;Pubblica;True;False;Firenze;28;43,7722619527597;11,2598722042297
IT-FI0106;Biblioteca e Archivio del Risorgimento;Società toscana per la storia del Risorgimento;Via S. Egidio 21;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;29;43,77303;11,259548
IT-FI0107;Biblioteca domenicana di Santa Maria Novella Jacopo Passavanti;Provincia Romana di Santa Caterina da Siena, Ordine dei Frati Predicatori (Domenicani);Piazza della Stazione, 4/A;Enti ecclesiastici;Specializzata;True;False;Firenze;30;43,7728062;11,2494697
IT-FI0108;Biblioteca di S. Miniato al Monte;Benedettini olivetani. Abbazia di S. Miniato al Monte di Firenze;Via Monte alle Croci 34;Enti ecclesiastici;Specializzata;;True;Firenze;31;43,760159;11,2674088
IT-FI0109;Biblioteca di Santa Croce ;Frati minori Conventuali. Convento di Santa Croce;Piazza S. Croce 16;Enti ecclesiastici;Specializzata;;False;Firenze;32;43,768643;11,262185
IT-FI0111;Biblioteca della Soprintendenza Archivistica e bibliografica della Toscana;Ministero dei beni e delle attività culturali e del turismo. Soprintendenza Archivistica e bibliografica della Toscana;Via de' Ginori, 7;Direzione generale Archivi;Specializzata;False;False;Firenze;33;43,7761802;11,2555642
IT-FI0114;Biblioteca della Società Leonardo da Vinci;Società Leonardo da Vinci;Via Lungarno Corsini 10;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;34;0,0;0,0
IT-FI0115;Biblioteca della Società dantesca italiana;Società dantesca italiana;Via dell' Arte della Lana 1;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;35;43,770291;11,254696
IT-FI0116;Biblioteca Club alpino italiano - CAI. Sezione fiorentina;Club alpino italiano - CAI;Via  dei Biffi 1;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;36;43,7743493;11,2566306
IT-FI0117;Biblioteca della Scuola marescialli e brigadieri dell'arma dei carabinieri;Ministero della difesa;Piazza Stazione 7;Presidenza del consiglio dei ministri e ministeri;Specializzata;;True;Firenze;37;43,777362;11,249316
IT-FI0118;Biblioteca della Scuola di sanità militare;Ministero della difesa;Via Venezia 5;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;Firenze;38;43,7802243;11,26287
IT-FI0119;Biblioteca della Fondazione di studi di storia dell'arte Roberto Longhi;Fondazione di studi di storia dell'arte Roberto Longhi;Via B. Fortini 30;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;39;43,7514655;11,2831477
IT-FI0127;Biblioteca della Deputazione di storia patria per la Toscana;Deputazione di storia patria per la Toscana;Piazza dei Giudici 1;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Firenze;40;43,767653;11,255939
IT-FI0128;Biblioteca della Comunità ebraica di Firenze;Comunità ebraica di Firenze;Via L.C. Farini 4;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Firenze;41;43,7728504;11,2653107
IT-FI0130;Biblioteca della Camera di commercio, industria, artigianato e agricoltura - CCIAA;Camera di commercio, industria, artigianato e agricoltura - CCIAA di Firenze;Piazza dei Giudici 3;Camere di commercio, industria, artigianato;Specializzata;;False;Firenze;42;43,767828;11,256379
IT-FI0131;Biblioteca dell'Università popolare;;Piazza di Parte Guelfa;Accademie, associazioni, fondazioni, istituti (pubblici);NON SPECIFICATA;;;Firenze;43;43,7697226;11,253478
IT-FI0132;Biblioteca dell'Università internazionale dell'arte;Università internazionale dell'arte;Via delle Forbici 24/26;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;44;43,7879408;11,2786349
IT-FI0133;Biblioteca dell'Osservatorio Ximeniano;Scolopi. Osservatorio Ximeniano;Piazza S. Lorenzo 6;Enti ecclesiastici;Specializzata;;False;Firenze;45;43,77359;11,254781
IT-FI0134;Biblioteca e Archivio dell'Opera del Duomo;Opera di S. Maria del Fiore;Via della Canonica 1;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Firenze;46;43,772345;11,2562378
IT-FI0136;Biblioteca dell'Istituto Storico della Resistenza in Toscana;Istituto storico della Resistenza in Toscana;Via Carducci, 5/37;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Firenze;47;43,8358239;11,19964
IT-FI0137;Biblioteca dell'Istituto Stensen;Gesuiti. Istituto N. Stensen di Firenze;Viale don G. Minzoni 25/A;Enti ecclesiastici;Specializzata;;False;Firenze;48;43,7852206;11,2655404
IT-FI0138;Biblioteca dell'Istituto sperimentale per lo studio e la difesa del suolo;Istituto sperimentale per lo studio e la difesa del suolo;Piazza M. d'Azeglio 30;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;True;Firenze;49;43,7740478;11,2663493
IT-FI0142;Biblioteca comunale;Comune di Firenzuola;Via SS. Annunziata, 4;Comune;Pubblica;;False;Firenze;50;44,1193708386384;11,3794775399506
IT-FI0143;Biblioteca comunale;Comune di Fucecchio;Piazza Vittorio Veneto 26/a;Comune;Pubblica;;False;Firenze;51;43,7292984;10,8083444
IT-FI0144;Biblioteca comunale;Comune di Impruneta;Piazza Buondelmonti 19/20;Comune;Pubblica;;False;Firenze;52;43,685243;11,2540779999999
IT-FI0145;Biblioteca comunale;Comune di Lastra a Signa;Via Togliatti 37;Comune;Pubblica;;False;Firenze;53;43,769139;11,1164723
IT-FI0149;Biblioteca comunale;Comune di Montaione;Via Cresci 15;Comune;Pubblica;;False;Firenze;54;43,5529596;10,9115394
IT-FI0150;Centro culturale Nautilus;Comune di Montelupo Fiorentino;Piazza 8 Marzo 1994 2;Comune;Pubblica;;False;Firenze;55;43,7325073;11,0210315
IT-FI0151;Biblioteca comunale Ernesto Balducci;Comune di Montespertoli;Via Cafaggio 1;Comune;Pubblica;;False;Firenze;56;43,6416788;11,0723652
IT-FI0152;Biblioteca comunale;Comune di Palazzuolo sul Senio;P.zza Strigelli, 6;Comune;Pubblica;;False;Firenze;57;44,1124327;11,5482209
IT-FI0153;Biblioteca comunale;Comune di Pelago;Via F. Petrarca 11/13;Comune;Pubblica;;False;Firenze;58;43,7817471;11,4487674
IT-FI0155;Biblioteca dell'Abbazia di S. Maria di Rosano;Benedettine. Abbazia di S. Maria di Rosano di Pontassieve;Borgo del Monastero 13;Enti ecclesiastici;Pubblica;;True;Firenze;59;43,8464813;11,4112049
IT-FI0156;Biblioteca comunale;Comune di Pontassieve;Via Tanzini 23;Comune;Pubblica;;False;Firenze;60;43,7757229;11,4402212
IT-FI0167;Biblioteca dell'Abbazia di Vallombrosa;Congregazione Vallombrosana dell'Ordine di San Benedetto;via San Benedetto, 2;Enti ecclesiastici;Specializzata;False;False;Firenze;61;43,732055;11,557068
IT-FI0168;Biblioteca comunale;Comune di Rignano sull'Arno;Via Garibaldi, 25;Comune;Pubblica;;False;Firenze;62;43,7212136;11,4498622
IT-FI0221;Biblioteca dell'Istituto policattedra di ginecologia e ostetricia della Facoltà di medicina e chirurgia dell'Università degli studi di Firenze;Università degli studi di Firenze. Facoltà di medicina e chirurgia. Istituto policattedra di ginecologia e ostetricia;Viale G.B. Morgagni 85;Universita' statali;Istituto di insegnamento superiore;;;Firenze;63;43,8000174;11,244246
IT-FI0222;Biblioteca dell'Istituto di gerontologia e geriatria e di clinica urologica. Sezione di urologia della Facoltà di medicina e chirurgia dell'Università degli studi di Firenze;Università degli studi di Firenze. Facoltà di medicina e chirurgia. Istituto di gerontologia e geriatria e di clinica urologica;Viale G. Pieraccini 18;Universita' statali;Istituto di insegnamento superiore;;;Firenze;64;43,8075701;11,25034
IT-FI0224;Biblioteca di scienze - Antropologia - Università degli studi di Firenze;Università degli studi di Firenze;Via del Proconsolo 12;Universita' statali;Istituto di insegnamento superiore;True;False;Firenze;65;43,771733273655;11,2579286349182
IT-FI0225;Biblioteca di scienze - Botanica - Università degli studi di Firenze;Università degli studi di Firenze;Via G. La Pira 4;Universita' statali;Istituto di insegnamento superiore;True;False;Firenze;66;43,7782839;11,2597306
IT-FI0226;Biblioteca di scienze. Polo scientifico. Chimica dell'Università degli studi di Firenze;Università degli studi di Firenze;Via G. Bernardini 6;Universita' statali;Istituto di insegnamento superiore;;;Firenze;67;43,8607386;10,7479089
IT-FI0228;Biblioteca di scienze - Matematica - Università degli studi di Firenze;Università degli studi di Firenze;Viale G.B. Morgagni 67/A;Universita' statali;Istituto di insegnamento superiore;True;False;Firenze;68;43,8029833;11,2451184
IT-FI0230;Biblioteca di scienze tecnologiche - Ingegneria - Università degli studi di Firenze;Università degli studi di Firenze;Via di S. Marta 3;Universita' statali;Istituto di insegnamento superiore;True;False;Firenze;69;43,7985075;11,252963
IT-FI0231;Biblioteca di scienze tecnologiche - Architettura - Università degli studi di Firenze;Università degli studi di Firenze;Via Pier Antonio Micheli 2;Universita' statali;Istituto di insegnamento superiore;True;False;Firenze;70;43,7786195;11,2632568
IT-FI0233;Biblioteca di scienze tecnologiche - Agraria - Università degli studi di Firenze;Università degli studi di Firenze;Piazzale delle Cascine 18;Universita' statali;Istituto di insegnamento superiore;;False;Firenze;71;43,7825006;11,21944
IT-FI0235;Biblioteca dell'Istituto di assestamento e tecnologia forestale della Facoltà di agraria dell'Università degli studi di Firenze;Università degli studi di Firenze. Facoltà di agraria.  Istituto di assestamento e tecnologia forestale;Via S. Bonaventura 13;Universita' statali;Istituto di insegnamento superiore;;;Firenze;72;43,7957715;11,1777055
IT-FI0240;Biblioteca di scienze - Biologia animale - Università degli studi di Firenze;Università degli studi di Firenze;Via Romana 17;Universita' statali;Istituto di insegnamento superiore;;;Firenze;73;43,7644928;11,2469885
IT-FI0244;Biblioteca del Dipartimento di pediatria Cesare Cocchi dell'Università degli studi di Firenze;Università degli studi di Firenze. Dipartimento di pediatria Cesare Cocchi;Via L. Giordano 13;Universita' statali;Istituto di insegnamento superiore;;;Firenze;74;43,7839644;11,2700204
IT-FI0246;Biblioteca del Dipartimento di scienze farmaceutiche dell'Università degli studi di Firenze;Università degli studi di Firenze. Dipartimento di scienze farmaceutiche;Via G. Capponi 9;Universita' statali;Istituto di insegnamento superiore;;True;Firenze;75;43,7788273;11,2636576
IT-FI0250;Biblioteca dell'Archivio capitolare;Capitolo della Cattedrale di Fiesole;Piazza della Cattedrale 5;Enti ecclesiastici;Specializzata;;False;Firenze;76;43,8073065;11,2921031
IT-FI0254;Biblioteca comunale;Comune di Fiesole;Via G.B. Sermei 1;Comune;Pubblica;;False;Firenze;77;43,8076308;11,2964763
IT-FI0255;Biblioteca comunale. Sezione staccata di Compiobbi;Comune di Fiesole;Via Aretina 85;Comune;Pubblica;;False;Firenze;78;43,784283;11,3609002
IT-FI0256;Biblioteca della Fondazione Primo Conti;Fondazione Primo Conti. Centro di documentazione e ricerche sulle avanguardie storiche;Via Duprè 18;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Firenze;79;43,81064;11,2925700000001
IT-FI0257;Biblioteca della Georgetown University;Georgetown University di Washington;Via Vecchia Fiesolana 26;Universita' non statali;Istituto di insegnamento superiore;;True;Firenze;80;43,8056504;11,2886079
IT-FI0266;Biblioteca del Museo Casa di Giotto;;Localita' Vespignano;Accademie, associazioni, fondazioni, istituti (pubblici);NON SPECIFICATA;;;Firenze;81;43,949822;11,445154
IT-FI0268;Biblioteca comunale Leonardiana;Comune di Vinci;Via G. La Pira 1;Comune;Specializzata;;False;Firenze;82;43,7875096;10,9268324
IT-FI0275;Biblioteca dell'Istituto di clinica dermosifilopatica della Facoltà di medicina e chirurgia dell'Università degli studi di Firenze;Università degli studi di Firenze. Facoltà di medicina e chirurgia. Istituto di clinica dermosifilopatica;Piazza Brunelleschi 4;Universita' statali;Istituto di insegnamento superiore;;;Firenze;83;43,7745492;11,2599716
IT-FI0285;Biblioteca Umanistica - Psicologia - Università degli studi di Firenze;Università degli studi di Firenze;Via di San Salvi, 12;Universita' statali;Istituto di insegnamento superiore;;False;Firenze;84;43,7703344;11,2858816
IT-FI0287;Biblioteca del Dipartimento di scienze aziendali dell'Università degli studi di Firenze;Università degli studi di Firenze. Dipartimento di scienze aziendali;Via Montebello 7;Universita' statali;Istituto di insegnamento superiore;;;Firenze;85;43,773084;11,243746
IT-FI0293;Biblioteca Umanistica - Filosofia - Università degli studi di Firenze;Università degli studi di Firenze;Via Bolognese 52;Universita' statali;Istituto di insegnamento superiore;;False;Firenze;86;43,7980304;11,2622323
IT-FI0302;Biblioteca dell'Osservatorio astrofisico di Arcetri;Ministero dell'istruzione, dell'università e della ricerca;Largo Enrico Fermi 5;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;Firenze;87;43,7503081;11,2493144
IT-FI0307;Biblioteca del Dipartimento di costruzioni Leonardo Lusanna dell'Università degli studi di Firenze;Università degli studi di Firenze. Dipartimento di costruzioni Leonardo Lusanna;Piazza Brunelleschi 6;Universita' statali;Istituto di insegnamento superiore;;;Firenze;88;43,7747706;11,2595564
IT-FI0309;Biblioteca del Dipartimento di diritto comparato e penale e Dipartimento di diritto privato e processuale dell'Università degli studi di Firenze;Università degli studi di Firenze. Dipartimento di diritto comparato e penale e Dipartimento di diritto privato e processuale;Via B. Varchi 2;Universita' statali;Istituto di insegnamento superiore;;;Firenze;89;43,7765445;11,2725632
IT-FI0310;Biblioteca di Scienze sociali. Emeroteca dell'Università degli studi di Firenze;Università degli studi di Firenze;Via delle Pandette 2;Universita' statali;Istituto di insegnamento superiore;;;Firenze;90;43,792695;11,2306268
IT-FI0311;Biblioteca del Dipartimento di anatomia umana, istologia e medicina legale. Istologia dell'Università degli studi di Firenze;Università degli studi di Firenze. Dipartimento di anatomia umana, istologia e medicina legale;Viale G. Pieraccini 6;Universita' statali;Istituto di insegnamento superiore;;;Firenze;91;43,804284;11,2479731
IT-FI0315;Biblioteca dell'Istituto universitario europeo;Istituto universitario europeo;Via dei Roccettini 9;Organizzazioni internazionali;Specializzata;;True;Firenze;92;43,8032117;11,2831078
IT-FI0320;Biblioteca comunale dell'Argingrosso;Comune di Firenze;Via S. Maria a Cintoia 1/19;Comune;Pubblica;;False;Firenze;93;43,782861;11,195869
IT-FI0321;Biblioteca dei ragazzi;Comune di Firenze;Via Tripoli 34;Comune;Pubblica;;False;Firenze;94;43,76684;11,26436
IT-FI0322;Biblioteca della Fondazione Ezio Franceschini;Fondazione Ezio Franceschini;Via Montebello, 7;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;95;43,7736117759052;11,2433442493652
IT-FI0323;Biblioteca comunale di Coverciano;Comune di Firenze;Via Arcolaio 2/A;Comune;Pubblica;;False;Firenze;96;43,7758358;11,2908295
IT-FI0325;Biblioteca del Museo Stibbert;Fondazione Opera Museo Stibbert;Via di Montughi 7;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Firenze;97;43,7939598;11,255451
IT-FI0326;Biblioteca del Kunsthistorisches Institut in Florenz;Bundesministerium für Bildung, Wissenschaft, Forschung und Technologie;Via G. Giusti 44;Istituzioni straniere;Specializzata;;True;Firenze;98;43,7774328;11,2634957
IT-FI0327;Biblioteca dell'Istituto di teoria e tecniche dell'informazione giuridica -ITTIG del CNR;Consiglio nazionale delle ricerche - CNR. Istituto di teoria e tecniche dell'informazione giuridica - ITTIG (già IDG);Via Panciatichi 56/16;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;True;Firenze;99;43,80156;11,23193
IT-FI0328;Biblioteca compartimentale dell'Ente nazionale per l'energia elettrica;Ente nazionale per l'energia elettrica;Lungarno C. Colombo 54;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;True;Firenze;100;43,7655196;11,2783628
IT-FI0329;Biblioteca Mario Luzi;Comune di Firenze;Via Ugo Schiff 8;Comune;Pubblica;True;False;Firenze;101;43,7760849503596;11,2900878465576
IT-FI0330;Biblioteca Harold Acton dell'Istituto britannico;British Institute of Florence;Lungarno Guicciardini 9;Istituzioni straniere;Specializzata;;True;Firenze;102;43,7687697;11,2492528
IT-FI0333;Biblioteca dell'Istituto universitario olandese di storia dell'arte;Interuniversitair Kunsthistorisch Instituut te Florence;Viale Torricelli 5;Universita' non statali;Istituto di insegnamento superiore;;False;Firenze;103;43,7551619;11,2499656
IT-FI0334;Biblioteca Villa Bandini;Comune di Firenze;Via di Ripoli 118 - via del Paradiso 5;Comune;Pubblica;;False;Firenze;104;43,755905;11,289829
IT-FI0335;Biblioteca del Centro di documentazione  monastica;Cistercensi di Casamari. Centro di documentazione monastica della Certosa del Galluzzo;Via della Buca di Certosa 2;Enti ecclesiastici;Specializzata;;False;Firenze;105;43,7294527;11,2222299
IT-FI0336;Biblioteca del Collegio teologico dei Carmelitani scalzi;Carmelitani scalzi. Collegio teologico di Firenze;Via S. Matteo in Arcetri 18;Enti ecclesiastici;Specializzata;;True;Firenze;106;43,7459294;11,2532453
IT-FI0337;Biblioteca del Convento di S. Paolino;Carmelitani scalzi. Convento S. Paolino di Firenze;Via S. Paolino 8;Enti ecclesiastici;Specializzata;;True;Firenze;107;43,772428;11,2473899
IT-FI0338;Biblioteca del Convento del Carmine;Carmelitani.  Convento del Carmine di Firenze;Piazza del Carmine 14;Enti ecclesiastici;Specializzata;;True;Firenze;108;43,768334;11,2438587
IT-FI0339;Biblioteca Dino Pieraccioni;Comune di Firenze;Via Nicolodi 2;Comune;Pubblica;True;False;Firenze;109;43,7845318;11,2859247
IT-FI0340;Biblioteca dell'Istituto di ricerca sulle onde elettromagnetiche. IROE del CNR;Consiglio nazionale delle ricerche - CNR;Via Panciatichi 64;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;True;Firenze;110;43,8021567;11,230792
IT-FI0341;Biblioteca del Convento di S. Romolo;Frati minori OFM. Convento S. Romolo di Figline Valdarno;Via S. Romolo 109;Enti ecclesiastici;Specializzata;;True;Firenze;111;43,6136874;11,4691996
IT-FI0342;Biblioteca Umanistica - Storia dell'arte - Università degli studi di Firenze;Università degli studi di Firenze;Via della Pergola 56;Universita' statali;Istituto di insegnamento superiore;;False;Firenze;112;43,7751699;11,2630548
IT-FI0343;Biblioteca del Convento del Bosco ai Frati;Frati minori OFM. Convento S. Bonaventura di San Piero a Sieve;Convento Bosco ai Frati;Enti ecclesiastici;Pubblica;;True;Firenze;113;43,9864879;11,3037522
IT-FI0346;Biblioteca della Scuola - città Pestalozzi;Ministero dell'istruzione, dell'università e della ricerca;Via delle Casine 1;Presidenza del consiglio dei ministri e ministeri;Scolastica;;True;Firenze;114;43,7671083;11,2649923
IT-FI0349;Biblioteca del Centro studi e documentazione Assi Giglio Rosso;Centro studi e documentazione Assi Giglio Rosso;Viale Michelangelo 66;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Firenze;115;43,75805;11,27142
IT-FI0350;Biblioteca del Comitato regionale toscano del CONI;Comitato olimpico nazionale italiano;Viale G. Milton 99;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;Firenze;116;43,7849716;11,2582014
IT-FI0352;Biblioteca dell'Associazione medico-sportiva fiorentina;Federazione medico-sportiva italiana;Via del Fosso Macinante 13;NON SPECIFICATA;Specializzata;;False;Firenze;117;43,7783592;11,2341053
